Date,portfolio,equal_weight,benchmark
2015-07-07,0.002018194789696451,0.002788709901475117,0.00628864393509776
2015-07-08,-0.020736268746011144,-0.01633230034311086,-0.01677733085421218
2015-07-09,0.008179378887008423,0.004493719914631544,0.0018091347650102119
2015-07-10,0.02273944850907161,0.015353983791688664,0.012591539540974583
2015-07-13,0.009514117813199443,0.008769414874697045,0.011037181100761906
2015-07-14,0.006854848617673992,0.00467282258333257,0.004337802626717124
2015-07-15,-0.0019583381728802696,-0.0016180186059144065,-0.0003318560396369241
2015-07-16,0.009939473902584095,0.007296300432888436,0.008024047874553908
2015-07-17,0.0043211681326921466,0.0007511621455634776,0.0008479870196591577
2015-07-20,0.0028652505631167604,-0.0015300606941513362,0.0005178802272247651
2015-07-21,-0.00227478742683407,-0.0034357137238012147,-0.003951472571406711
2015-07-22,-0.0076948595253881445,-0.00439164812234889,-0.001794432595068507
2015-07-23,-0.003942025992740324,-0.004809959279367016,-0.00563012956612996
2015-07-24,-0.009919902173551683,-0.008274182450945577,-0.010371849823875956
2015-07-27,-0.007084326976047746,-0.00627378372393258,-0.00581727316943792
2015-07-28,0.011632030738796597,0.01085251317646494,0.012282687818159221
2015-07-29,0.003928219767914744,0.005300727138767036,0.006879187651524621
2015-07-30,0.000992628809372009,-0.00025642043629727775,0.00023722332822506687
2015-07-31,0.002095708295947156,0.0005748139888546389,-0.0015179038622210594
2015-08-03,-0.002513271081599406,-0.003463488665448544,-0.003373082857765053
2015-08-04,-0.000970452379693954,-0.0011564440108321693,-0.0019541618609524303
2015-08-05,0.005600480475398184,0.0036560468379838286,0.0032956589037933526
2015-08-06,-0.009229403235877898,-0.006870710629424348,-0.008187795029744316
2015-08-07,-0.0013280797580092494,-0.0016607124403617002,-0.0019200044859098986
2015-08-10,0.011836756927726956,0.012167222769359443,0.012599458144645359
2015-08-11,-0.013079727919102557,-0.009217982029110849,-0.009023219419566075
2015-08-12,-0.0020366457490478265,0.0010293197324165338,0.001198140677427073
2015-08-13,-0.0005647825414641933,-0.0016680812853787086,-0.0012445891086569905
2015-08-14,0.0021222436997331852,0.0027561063723356206,0.0036420113666097986
2015-08-17,0.0030891633213422937,0.004244603566902883,0.005587281242615205
2015-08-18,-0.00583098260403797,-0.0036999712743451705,-0.002896701477303032
2015-08-19,-0.007264997258488061,-0.005813045809977368,-0.007905547932296142
2015-08-20,-0.02523206126582009,-0.018707558105168588,-0.02088167480322245
2015-08-21,-0.031311680530819036,-0.02688255833345201,-0.030102277937415378
2015-08-24,-0.036436101470180095,-0.035715258390417906,-0.04210663562058292
2015-08-25,0.0009592586992392678,-0.00680923489484121,-0.01176824291988443
2015-08-26,0.021660617956461792,0.03175125526324536,0.038393997546871894
2015-08-27,0.01849892956875282,0.019680405484249208,0.024735245709198272
2015-08-28,-0.0006958520025392434,0.0007500096095876763,5.020104234954026e-05
2015-08-31,-0.009683327852732404,-0.0075896434121531684,-0.008079214001064039
2015-09-01,-0.0311697685570968,-0.02716077881377038,-0.029847647744489558
2015-09-02,0.019726700310640444,0.01676163849202602,0.018980883279928307
2015-09-03,-0.0009496157510920642,-0.0003917463250531883,0.0007163240134919757
2015-09-04,-0.017190553591572427,-0.01492237045977599,-0.015136122227853321
2015-09-08,0.027629338446600205,0.023758028693502565,0.025130476471581842
2015-09-09,-0.008179555754394052,-0.011425712823501877,-0.01337187869528278
2015-09-10,0.007714101648786498,0.0059519366790467656,0.0054420108619051
2015-09-11,0.003021156428802102,0.0031088665603503317,0.004544514845054692
2015-09-14,-0.005435120983333208,-0.004019913805169273,-0.0037105028385485683
2015-09-15,0.009339910486486025,0.009857533813680786,0.012499342259971513
2015-09-16,0.010288306874034925,0.009814000224755804,0.008666140470469541
2015-09-17,0.00040492390926677435,-3.776808099152929e-05,-0.0022475930728501625
2015-09-18,-0.01853127348946601,-0.014935450536930694,-0.016341559225196645
2015-09-21,0.0011790209906710205,0.002318102015217471,0.005167940409428695
2015-09-22,-0.019047033551810172,-0.01469268421979345,-0.012979972135659712
2015-09-23,-0.0022129434017107152,-0.0014518006414267481,-0.0015985638866914398
2015-09-24,-0.003492712803661091,-0.0009329595104561328,-0.003615824190667749
2015-09-25,-0.0026172368941083358,-0.0002528542522675425,-0.00025936507993296054
2015-09-28,-0.02267579737119339,-0.023426334565172402,-0.025097044655702616
2015-09-29,-0.003408587066853181,-0.0010985918162661479,0.000585250942158444
2015-09-30,0.013415367615546986,0.016625326273333053,0.018658189304773476
2015-10-01,0.0036359788707672766,0.0024673480879933265,0.002608944272173286
2015-10-02,0.016580267489650524,0.015912246259943606,0.01493786538756181
2015-10-05,0.0172457247608383,0.016019718260091475,0.017795196731077878
2015-10-06,-0.0020964392085004173,-0.001376446182220581,-0.0034263568884770335
2015-10-07,0.009082832782305705,0.007754633524693255,0.008190343118671173
2015-10-08,0.0069465224292369915,0.006796679136449557,0.009026765193455022
2015-10-09,0.002920545760388248,0.0029402024539171624,0.0005963165382123492
2015-10-12,4.787418497534428e-05,0.0006880610357733685,0.0009436878494912815
2015-10-13,-0.009326305185603762,-0.006443449133744772,-0.0063020225282075515
2015-10-14,-0.000621192689925278,-0.0009673416549888069,-0.004794399982660513
2015-10-15,0.01564959917919173,0.013912005192976907,0.015354809149954685
2015-10-16,0.0016109538876830642,0.002068405242777549,0.004546662455747086
2015-10-19,0.0002722134425995335,-0.0001206022942230267,0.0004919093157225163
2015-10-20,-0.003735380779827907,-0.0013412993123124717,-0.00127828181778733
2015-10-21,-0.003823315515680742,-0.0056941414904061235,-0.0062035113293970046
2015-10-22,0.014952979147409728,0.014173137102378042,0.016893495226105282
2015-10-23,0.014278592607248841,0.010895794535916093,0.010961718081672345
2015-10-26,-0.0016742021851051392,-0.0020538737689998255,-0.0024575997961248097
2015-10-27,-0.00411570363344671,-0.0026349701240546476,-0.0019325326090752215
2015-10-28,0.007353582263246616,0.008206602751931946,0.011374514063481556
2015-10-29,-0.003096093496458424,-0.0028744315522795773,-0.0005742277345303082
2015-10-30,-0.0024467604471026805,-0.0037481604777590883,-0.004309312903998053
2015-11-02,0.010765507294699994,0.009842542423859468,0.011830500412804534
2015-11-03,0.0013258929678187648,0.00036989508515551385,0.00289965208145615
2015-11-04,-0.0029298696621039805,-0.003780015713405094,-0.003033365993113213
2015-11-05,-0.001989417856198855,-0.0017053501791763682,-0.0009985728014564321
2015-11-06,-0.0011268123796822605,-0.0024277816667196196,-0.0005231609324777287
2015-11-09,-0.009776565265127685,-0.008610193238578479,-0.009331474191700107
2015-11-10,0.0006030555427274931,0.0007071059140021041,0.0023066012310717365
2015-11-11,-0.0031720815066822727,-0.001721069280827281,-0.003931502637531392
2015-11-12,-0.012210866237339881,-0.0118340531941594,-0.013959816638520861
